ID,weather,time,coupon,expiration,Y
10776,Sunny,2PM,Carry out & Take away,1d,1
12715,Sunny,10AM,Carry out & Take away,2h,1
12081,Sunny,10AM,Carry out & Take away,2h,0
18763,Sunny,10PM,Restaurant(<20),2h,0
10856,Sunny,6PM,Restaurant(<20),2h,1
14631,Sunny,7AM,Carry out & Take away,1d,1
20946,Snowy,7AM,Bar,1d,1
14098,Sunny,6PM,Coffee House,1d,0
12635,Sunny,2PM,Restaurant(<20),1d,1
14360,Sunny,6PM,Coffee House,2h,0
19764,Sunny,6PM,Restaurant(<20),1d,1
21358,Sunny,6PM,Restaurant(20-50),1d,1
17215,Snowy,7AM,Restaurant(20-50),1d,0
21371,Sunny,10AM,Carry out & Take away,2h,1
15887,Sunny,6PM,Coffee House,2h,0
18626,Sunny,7AM,Restaurant(<20),1d,1
22249,Sunny,6PM,Carry out & Take away,2h,1
13384,Sunny,10AM,Carry out & Take away,2h,1
16771,Sunny,10PM,Carry out & Take away,1d,1
21422,Rainy,10PM,Coffee House,2h,1
16219,Sunny,10AM,Restaurant(<20),1d,0
11524,Sunny,10AM,Coffee House,2h,1
19903,Rainy,10AM,Coffee House,1d,1
11633,Sunny,2PM,Restaurant(<20),1d,0
21403,Sunny,6PM,Restaurant(<20),1d,1
15744,Sunny,6PM,Restaurant(<20),1d,1
20625,Sunny,10AM,Carry out & Take away,1d,1
11219,Sunny,2PM,Coffee House,1d,1
20147,Sunny,2PM,Restaurant(20-50),1d,1
21307,Sunny,10AM,Restaurant(20-50),1d,0
17271,Rainy,10AM,Carry out & Take away,2h,1
17864,Sunny,6PM,Coffee House,1d,1
20827,Sunny,10PM,Bar,1d,1
17340,Sunny,6PM,Carry out & Take away,2h,1
19770,Sunny,7AM,Coffee House,1d,1
13135,Sunny,7AM,Restaurant(<20),1d,0
14047,Sunny,10AM,Coffee House,1d,0
22316,Sunny,6PM,Carry out & Take away,1d,0
11998,Sunny,6PM,Bar,1d,1
13656,Sunny,2PM,Restaurant(<20),1d,1
14262,Sunny,10AM,Coffee House,2h,0
15125,Sunny,7AM,Carry out & Take away,1d,1
11320,Sunny,7AM,Bar,1d,0
17792,Snowy,7AM,Restaurant(<20),2h,0
10512,Sunny,7AM,Bar,1d,0
17273,Snowy,2PM,Coffee House,2h,1
10459,Sunny,2PM,Restaurant(<20),1d,1
15747,Sunny,10AM,Carry out & Take away,1d,0
18938,Snowy,2PM,Bar,1d,0
12424,Sunny,7AM,Coffee House,2h,0
16963,Rainy,10AM,Carry out & Take away,2h,1
13717,Sunny,2PM,Coffee House,2h,1
12528,Sunny,6PM,Coffee House,2h,1
18380,Sunny,6PM,Bar,2h,0
14424,Sunny,6PM,Coffee House,1d,0
20546,Snowy,7AM,Carry out & Take away,1d,1
15497,Sunny,7AM,Carry out & Take away,1d,1
18661,Sunny,6PM,Carry out & Take away,2h,1
11354,Sunny,10AM,Coffee House,2h,1
12363,Sunny,2PM,Coffee House,2h,0
15163,Sunny,6PM,Coffee House,2h,0
18112,Snowy,10PM,Carry out & Take away,1d,1
22021,Sunny,10PM,Bar,1d,1
15662,Sunny,10PM,Carry out & Take away,1d,0
18354,Snowy,2PM,Coffee House,2h,0
19409,Rainy,10AM,Coffee House,1d,0
19154,Sunny,7AM,Bar,1d,0
12950,Sunny,6PM,Coffee House,2h,0
15604,Sunny,7AM,Restaurant(20-50),2h,0
11654,Sunny,7AM,Coffee House,2h,1
17452,Snowy,10PM,Restaurant(20-50),2h,0
19665,Sunny,2PM,Restaurant(20-50),1d,0
11009,Sunny,7AM,Carry out & Take away,2h,1
19930,Snowy,2PM,Bar,1d,0
15674,Sunny,7AM,Coffee House,1d,0
14598,Sunny,6PM,Restaurant(<20),1d,1
18599,Sunny,6PM,Coffee House,1d,0
14140,Sunny,6PM,Coffee House,1d,1
21776,Snowy,7AM,Restaurant(<20),1d,0
13855,Sunny,2PM,Carry out & Take away,1d,1
22483,Sunny,10AM,Carry out & Take away,2h,1
13869,Sunny,2PM,Coffee House,2h,1
12333,Sunny,7AM,Carry out & Take away,2h,1
20890,Rainy,6PM,Bar,2h,0
16394,Sunny,10PM,Carry out & Take away,1d,1
18684,Rainy,10PM,Coffee House,1d,0
21976,Sunny,10PM,Restaurant(20-50),2h,0
15664,Sunny,6PM,Coffee House,2h,0
15257,Sunny,7AM,Carry out & Take away,1d,0
18631,Sunny,10PM,Restaurant(<20),2h,1
19964,Rainy,7AM,Bar,1d,0
14092,Sunny,10AM,Restaurant(20-50),2h,0
22237,Snowy,7AM,Bar,1d,0
21098,Snowy,7AM,Coffee House,1d,1
12858,Sunny,6PM,Restaurant(20-50),1d,0
18926,Snowy,10PM,Restaurant(<20),2h,0
21711,Snowy,7AM,Bar,1d,0
18810,Rainy,10PM,Bar,2h,1
10011,Sunny,2PM,Restaurant(<20),1d,1
21176,Snowy,10AM,Restaurant(<20),1d,0
12611,Sunny,10AM,Restaurant(<20),2h,0
19364,Sunny,10AM,Carry out & Take away,1d,1
20537,Sunny,6PM,Carry out & Take away,1d,1
15386,Sunny,7AM,Restaurant(20-50),2h,1
22321,Sunny,10PM,Restaurant(<20),2h,0
15422,Sunny,10PM,Carry out & Take away,1d,0
22379,Sunny,6PM,Carry out & Take away,2h,1
12218,Sunny,6PM,Bar,1d,1
19115,Sunny,2PM,Restaurant(20-50),1d,1
12008,Sunny,10AM,Coffee House,2h,1
18562,Rainy,10PM,Bar,1d,0
16588,Rainy,6PM,Restaurant(<20),2h,1
10971,Sunny,2PM,Coffee House,2h,1
13479,Sunny,10AM,Bar,1d,0
21795,Snowy,10PM,Coffee House,2h,0
21101,Sunny,7AM,Restaurant(20-50),2h,1
22023,Sunny,10AM,Carry out & Take away,2h,1
22477,Snowy,7AM,Restaurant(<20),1d,0
15086,Sunny,6PM,Restaurant(<20),1d,1
16026,Sunny,10AM,Bar,1d,0
22654,Sunny,6PM,Carry out & Take away,1d,1
11213,Sunny,7AM,Restaurant(<20),1d,0
16615,Sunny,6PM,Bar,2h,0
13909,Sunny,7AM,Coffee House,2h,0
13811,Sunny,6PM,Restaurant(<20),2h,0
16947,Sunny,6PM,Bar,2h,1
20173,Sunny,6PM,Restaurant(20-50),2h,1
13351,Sunny,7AM,Carry out & Take away,2h,0
13665,Sunny,7AM,Carry out & Take away,2h,0
10012,Sunny,6PM,Coffee House,2h,1
16263,Sunny,10AM,Coffee House,1d,1
20393,Sunny,6PM,Bar,2h,1
22130,Sunny,6PM,Restaurant(<20),2h,1
20091,Sunny,10PM,Restaurant(20-50),1d,0
21070,Sunny,10PM,Bar,2h,0
20805,Sunny,10AM,Restaurant(<20),2h,0
15006,Sunny,10AM,Coffee House,2h,1
11512,Sunny,6PM,Restaurant(<20),2h,1
12050,Sunny,7AM,Coffee House,2h,0
18147,Sunny,6PM,Coffee House,2h,1
21841,Rainy,7AM,Carry out & Take away,1d,1
21118,Rainy,7AM,Restaurant(<20),2h,0
15320,Sunny,7AM,Coffee House,2h,0
15665,Sunny,10PM,Restaurant(<20),2h,0
16684,Sunny,7AM,Bar,1d,1
21876,Sunny,6PM,Restaurant(<20),2h,0
18744,Sunny,10PM,Restaurant(<20),2h,0
19816,Snowy,2PM,Bar,1d,1
19615,Sunny,7AM,Carry out & Take away,1d,0
12288,Sunny,7AM,Bar,1d,1
14168,Sunny,7AM,Coffee House,2h,0
19751,Sunny,10AM,Coffee House,2h,1
18606,Rainy,10PM,Bar,1d,0
11021,Sunny,6PM,Restaurant(<20),2h,0
14496,Sunny,7AM,Restaurant(20-50),2h,0
20250,Sunny,10AM,Coffee House,2h,0
11463,Sunny,2PM,Carry out & Take away,1d,1
19340,Sunny,10PM,Carry out & Take away,1d,1
18583,Sunny,10AM,Coffee House,1d,0
16248,Sunny,10PM,Restaurant(<20),2h,0
17380,Sunny,10AM,Bar,1d,0
21298,Snowy,7AM,Bar,1d,0
18395,Snowy,10AM,Carry out & Take away,1d,1
19002,Sunny,10PM,Coffee House,1d,1
15558,Sunny,6PM,Coffee House,2h,1
13621,Sunny,7AM,Carry out & Take away,2h,1
21537,Snowy,7AM,Coffee House,1d,1
13696,Sunny,2PM,Carry out & Take away,1d,1
17202,Sunny,10PM,Restaurant(<20),2h,0
19748,Sunny,7AM,Restaurant(<20),1d,1
13003,Sunny,7AM,Coffee House,2h,0
14508,Sunny,10AM,Coffee House,1d,1
15798,Sunny,6PM,Restaurant(<20),2h,1
20134,Sunny,10PM,Restaurant(20-50),1d,1
12234,Sunny,10AM,Coffee House,2h,0
12051,Sunny,2PM,Restaurant(<20),1d,1
11288,Sunny,10AM,Coffee House,2h,0
13725,Sunny,6PM,Bar,1d,1
18345,Sunny,6PM,Coffee House,1d,0
14752,Sunny,6PM,Restaurant(<20),2h,1
10515,Sunny,7AM,Restaurant(<20),1d,1
20033,Sunny,10PM,Coffee House,1d,0
20910,Sunny,10AM,Restaurant(<20),2h,1
18281,Sunny,6PM,Coffee House,1d,1
11482,Sunny,2PM,Coffee House,2h,1
11754,Sunny,2PM,Carry out & Take away,1d,1
19143,Rainy,10PM,Restaurant(20-50),2h,0
10376,Sunny,2PM,Restaurant(<20),1d,1
19981,Rainy,6PM,Coffee House,1d,1
22342,Snowy,10PM,Coffee House,2h,0
17323,Rainy,7AM,Restaurant(20-50),1d,1
19454,Sunny,6PM,Restaurant(<20),1d,0
11464,Sunny,10AM,Restaurant(<20),2h,1
20818,Snowy,7AM,Bar,1d,0
14004,Sunny,10AM,Carry out & Take away,1d,1
19522,Sunny,10PM,Bar,1d,0
16142,Sunny,10AM,Coffee House,1d,1
14906,Sunny,6PM,Coffee House,1d,1
15557,Sunny,6PM,Restaurant(<20),2h,1
15833,Sunny,2PM,Coffee House,1d,1
20230,Sunny,10PM,Carry out & Take away,1d,1
14459,Sunny,6PM,Restaurant(<20),1d,1
19871,Sunny,10PM,Restaurant(20-50),1d,1
15837,Sunny,6PM,Coffee House,1d,1
19577,Sunny,10PM,Coffee House,1d,0
15638,Sunny,6PM,Coffee House,1d,1
10282,Sunny,10AM,Coffee House,2h,1
10702,Sunny,2PM,Coffee House,2h,0
19916,Sunny,7AM,Bar,1d,0
16299,Sunny,7AM,Carry out & Take away,1d,1
21399,Sunny,6PM,Carry out & Take away,1d,1
15765,Sunny,2PM,Restaurant(<20),2h,0
18511,Sunny,6PM,Bar,2h,1
16403,Sunny,7AM,Carry out & Take away,1d,0
17279,Rainy,7AM,Restaurant(<20),2h,0
13079,Sunny,6PM,Restaurant(<20),2h,0
21296,Snowy,7AM,Coffee House,1d,1
15450,Sunny,7AM,Coffee House,2h,0
18069,Sunny,10AM,Coffee House,1d,0
11619,Sunny,6PM,Coffee House,2h,1
13393,Sunny,6PM,Restaurant(<20),2h,1
14672,Sunny,7AM,Coffee House,2h,1
11364,Sunny,7AM,Bar,1d,0
16407,Sunny,10AM,Bar,1d,1
22680,Rainy,7AM,Carry out & Take away,1d,1
22221,Snowy,2PM,Restaurant(<20),1d,1
13558,Sunny,2PM,Restaurant(<20),1d,1
18500,Sunny,2PM,Restaurant(20-50),2h,1
16545,Sunny,6PM,Coffee House,1d,1
16063,Sunny,7AM,Coffee House,2h,1
20771,Sunny,7AM,Carry out & Take away,1d,0
10316,Sunny,6PM,Coffee House,2h,0
15296,Sunny,10PM,Restaurant(<20),2h,1
18697,Sunny,10PM,Restaurant(<20),2h,0
10597,Sunny,6PM,Coffee House,2h,0
13472,Sunny,10AM,Carry out & Take away,2h,1
14810,Sunny,2PM,Restaurant(<20),2h,1
14074,Sunny,6PM,Coffee House,1d,0
10677,Sunny,2PM,Restaurant(<20),1d,1
12440,Sunny,10AM,Coffee House,2h,1
17518,Snowy,10PM,Restaurant(20-50),2h,1
12924,Sunny,10AM,Carry out & Take away,2h,1
18725,Rainy,10AM,Carry out & Take away,2h,1
18282,Sunny,6PM,Carry out & Take away,1d,1
11613,Sunny,10AM,Bar,1d,1
17829,Rainy,10PM,Coffee House,1d,0
16327,Sunny,6PM,Restaurant(<20),1d,1
17108,Sunny,6PM,Coffee House,2h,0
14366,Sunny,7AM,Carry out & Take away,1d,1
16087,Sunny,7AM,Restaurant(20-50),2h,0
18906,Sunny,7AM,Bar,1d,0
17901,Snowy,7AM,Restaurant(<20),2h,0
22299,Rainy,7AM,Restaurant(<20),2h,0
15896,Sunny,10AM,Coffee House,2h,1
21730,Rainy,7AM,Carry out & Take away,1d,1
10681,Sunny,2PM,Coffee House,1d,0
13346,Sunny,6PM,Restaurant(20-50),1d,1
12092,Sunny,7AM,Carry out & Take away,2h,0
20806,Snowy,10AM,Restaurant(<20),1d,0
18118,Sunny,6PM,Bar,2h,0
16425,Sunny,7AM,Coffee House,2h,1
15720,Sunny,10AM,Coffee House,2h,1
22486,Sunny,10AM,Restaurant(<20),2h,1
14609,Sunny,7AM,Carry out & Take away,1d,1
10887,Sunny,2PM,Restaurant(<20),1d,1
17718,Sunny,10AM,Coffee House,1d,0
13372,Sunny,10AM,Coffee House,2h,1
14153,Sunny,2PM,Restaurant(<20),2h,1
16696,Sunny,6PM,Coffee House,2h,0
16904,Sunny,7AM,Bar,1d,0
13927,Sunny,7AM,Bar,1d,0
16536,Sunny,7AM,Carry out & Take away,1d,1
20480,Sunny,7AM,Bar,1d,0
13163,Sunny,7AM,Coffee House,2h,0
22402,Sunny,10PM,Restaurant(20-50),1d,0
18524,Sunny,10PM,Restaurant(<20),2h,0
22172,Sunny,7AM,Restaurant(20-50),2h,0
18166,Snowy,7AM,Restaurant(20-50),1d,0
12467,Sunny,6PM,Coffee House,2h,0
10567,Sunny,2PM,Restaurant(<20),1d,1
18507,Sunny,2PM,Coffee House,1d,1
22294,Rainy,10PM,Coffee House,2h,0
21671,Sunny,10PM,Restaurant(20-50),1d,1
14144,Sunny,10PM,Restaurant(<20),2h,1
20281,Sunny,10PM,Restaurant(<20),1d,1
22484,Snowy,2PM,Restaurant(<20),1d,1
10054,Sunny,2PM,Coffee House,2h,1
17358,Sunny,10AM,Bar,1d,0
10711,Sunny,6PM,Bar,1d,1
10451,Sunny,7AM,Coffee House,2h,0
21290,Snowy,10PM,Coffee House,2h,0
18604,Sunny,7AM,Restaurant(<20),1d,1
15727,Sunny,6PM,Coffee House,1d,0
10393,Sunny,2PM,Coffee House,1d,0
14118,Sunny,6PM,Coffee House,1d,0
17946,Snowy,7AM,Restaurant(20-50),1d,1
12257,Sunny,6PM,Coffee House,2h,0
11025,Sunny,6PM,Bar,1d,1
14521,Sunny,7AM,Carry out & Take away,1d,0
10792,Sunny,6PM,Restaurant(<20),2h,1
20164,Sunny,10AM,Coffee House,2h,1
17714,Sunny,10PM,Restaurant(<20),2h,0
14510,Sunny,6PM,Restaurant(<20),1d,1
15133,Sunny,6PM,Restaurant(20-50),2h,0
19654,Sunny,6PM,Restaurant(<20),1d,1
18776,Sunny,6PM,Bar,2h,0
18925,Rainy,6PM,Bar,1d,0
17977,Sunny,10PM,Restaurant(<20),2h,0
12492,Sunny,7AM,Restaurant(<20),1d,1
22165,Snowy,10PM,Carry out & Take away,1d,0
22035,Sunny,10PM,Restaurant(20-50),1d,0
19860,Sunny,10PM,Carry out & Take away,1d,1
11507,Sunny,2PM,Carry out & Take away,1d,1
12007,Sunny,2PM,Restaurant(<20),1d,1
20420,Sunny,7AM,Carry out & Take away,1d,0
14922,Sunny,2PM,Coffee House,1d,0
16077,Sunny,6PM,Coffee House,1d,1
19224,Rainy,7AM,Bar,1d,0
14476,Sunny,7AM,Carry out & Take away,1d,0
13706,Sunny,7AM,Coffee House,2h,0
18748,Sunny,2PM,Restaurant(20-50),1d,0
10666,Sunny,6PM,Restaurant(<20),2h,1
13086,Sunny,7AM,Coffee House,2h,0
10421,Sunny,6PM,Bar,1d,0
20496,Sunny,6PM,Restaurant(20-50),1d,1
18326,Sunny,6PM,Coffee House,1d,1
21357,Snowy,10PM,Carry out & Take away,1d,1
16162,Sunny,10PM,Bar,1d,0
12809,Sunny,6PM,Restaurant(<20),2h,1
13507,Sunny,6PM,Coffee House,2h,0
20287,Sunny,10PM,Restaurant(20-50),1d,1
13374,Sunny,6PM,Restaurant(20-50),1d,1
11322,Sunny,7AM,Carry out & Take away,2h,0
17562,Sunny,2PM,Restaurant(20-50),2h,0
21558,Sunny,10PM,Restaurant(20-50),2h,0
18550,Rainy,2PM,Restaurant(<20),2h,0
14466,Sunny,6PM,Restaurant(<20),2h,1
10328,Sunny,6PM,Restaurant(<20),2h,1
21784,Sunny,10AM,Carry out & Take away,2h,1
15742,Sunny,10AM,Coffee House,2h,1
22129,Sunny,7AM,Restaurant(20-50),2h,0
10430,Sunny,2PM,Restaurant(<20),1d,1
17032,Rainy,10PM,Coffee House,1d,1
11897,Sunny,2PM,Restaurant(<20),1d,1
22274,Snowy,10PM,Carry out & Take away,1d,1
18817,Snowy,10PM,Restaurant(20-50),2h,0
14565,Sunny,7AM,Carry out & Take away,1d,1
22187,Sunny,6PM,Restaurant(20-50),1d,1
14615,Sunny,2PM,Coffee House,1d,1
17920,Sunny,6PM,Coffee House,1d,1
10696,Sunny,7AM,Carry out & Take away,2h,0
22185,Snowy,10PM,Coffee House,2h,0
14104,Sunny,7AM,Coffee House,2h,0
17981,Sunny,2PM,Restaurant(20-50),1d,0
18235,Snowy,6PM,Bar,1d,0
18389,Sunny,2PM,Restaurant(20-50),2h,0
10720,Sunny,7AM,Coffee House,2h,0
18745,Rainy,10PM,Bar,2h,1
16180,Sunny,6PM,Bar,2h,1
13890,Sunny,10AM,Bar,1d,1
17553,Sunny,7AM,Restaurant(<20),1d,1
17685,Sunny,10AM,Coffee House,1d,1
14956,Sunny,7AM,Coffee House,2h,0
17219,Snowy,6PM,Bar,1d,0
20510,Sunny,10PM,Carry out & Take away,1d,1
20146,Snowy,2PM,Bar,1d,1
22634,Sunny,10PM,Restaurant(20-50),2h,0
21666,Snowy,10AM,Restaurant(<20),1d,1
14078,Sunny,6PM,Coffee House,2h,0
21470,Sunny,6PM,Restaurant(20-50),1d,1
13515,Sunny,10AM,Coffee House,2h,1
21142,Snowy,7AM,Coffee House,1d,1
20140,Rainy,7AM,Bar,1d,0
22391,Sunny,7AM,Restaurant(20-50),2h,0
12970,Sunny,2PM,Restaurant(<20),1d,0
18775,Sunny,6PM,Coffee House,1d,0
12331,Sunny,7AM,Bar,1d,0
16526,Sunny,10PM,Carry out & Take away,1d,1
18442,Sunny,6PM,Carry out & Take away,2h,1
11607,Sunny,7AM,Restaurant(20-50),1d,0
13654,Sunny,10AM,Carry out & Take away,2h,1
17112,Rainy,10PM,Bar,2h,0
22053,Sunny,10PM,Restaurant(20-50),2h,0
10593,Sunny,2PM,Coffee House,1d,0
22000,Sunny,10PM,Bar,2h,1
18262,Sunny,10PM,Restaurant(<20),2h,0
22647,Rainy,10AM,Bar,1d,0
20691,Sunny,6PM,Carry out & Take away,1d,1
15991,Sunny,10PM,Carry out & Take away,1d,0
18722,Snowy,10PM,Carry out & Take away,1d,1
16641,Sunny,7AM,Restaurant(<20),1d,1
12486,Sunny,6PM,Bar,1d,0
21858,Snowy,10PM,Coffee House,2h,0
13222,Sunny,7AM,Coffee House,2h,0
20718,Sunny,7AM,Bar,1d,0
13234,Sunny,2PM,Coffee House,1d,1
15944,Sunny,10AM,Coffee House,1d,0
12052,Sunny,10AM,Coffee House,2h,1
15036,Sunny,2PM,Coffee House,2h,1
13590,Sunny,10AM,Coffee House,2h,1
12698,Sunny,10AM,Carry out & Take away,2h,0
15161,Sunny,6PM,Coffee House,1d,0
20449,Sunny,10PM,Carry out & Take away,1d,0
11076,Sunny,7AM,Restaurant(<20),1d,1
10866,Sunny,10AM,Restaurant(20-50),1d,1
19995,Rainy,10AM,Coffee House,1d,1
12434,Sunny,2PM,Coffee House,1d,1
21179,Rainy,10PM,Coffee House,2h,0
19667,Sunny,10AM,Restaurant(<20),2h,1
21276,Snowy,7AM,Bar,1d,1
18450,Sunny,7AM,Restaurant(<20),1d,1
13190,Sunny,6PM,Restaurant(<20),2h,1
14042,Sunny,10AM,Bar,1d,0
20598,Sunny,2PM,Restaurant(20-50),1d,1
20794,Snowy,7AM,Coffee House,1d,1
13096,Sunny,2PM,Coffee House,1d,1
19339,Sunny,10AM,Restaurant(<20),2h,0
19098,Sunny,10PM,Carry out & Take away,2h,1
19020,Rainy,7AM,Bar,1d,0
10461,Sunny,6PM,Restaurant(<20),2h,1
10221,Sunny,2PM,Carry out & Take away,1d,1
21100,Snowy,7AM,Bar,1d,1
19092,Snowy,2PM,Bar,1d,1
15453,Sunny,7AM,Carry out & Take away,1d,1
12494,Sunny,2PM,Restaurant(<20),1d,1
18702,Sunny,10AM,Bar,1d,0
15797,Sunny,6PM,Coffee House,1d,0
10653,Sunny,7AM,Restaurant(<20),1d,1
15246,Sunny,6PM,Restaurant(<20),1d,1
18426,Rainy,7AM,Restaurant(<20),2h,1
12669,Sunny,10AM,Coffee House,2h,1
20463,Sunny,10PM,Restaurant(20-50),1d,1
10348,Sunny,6PM,Restaurant(<20),2h,1
15563,Sunny,7AM,Carry out & Take away,1d,1
14927,Sunny,2PM,Coffee House,2h,0
21943,Sunny,6PM,Carry out & Take away,1d,0
22569,Sunny,10PM,Bar,1d,1
21973,Snowy,7AM,Coffee House,1d,1
15503,Sunny,6PM,Restaurant(<20),1d,1
13460,Sunny,10AM,Coffee House,2h,0
12418,Sunny,2PM,Coffee House,2h,1
14019,Sunny,7AM,Coffee House,1d,0
15796,Sunny,6PM,Coffee House,1d,0
10675,Sunny,7AM,Restaurant(<20),1d,1
21400,Rainy,10PM,Coffee House,2h,0
12256,Sunny,2PM,Restaurant(<20),1d,1
16237,Sunny,10AM,Coffee House,2h,1
17953,Sunny,2PM,Restaurant(20-50),2h,0
12877,Sunny,6PM,Restaurant(<20),2h,1
10173,Sunny,7AM,Carry out & Take away,2h,0
10965,Sunny,7AM,Carry out & Take away,2h,0
18655,Sunny,6PM,Carry out & Take away,1d,0
11617,Sunny,2PM,Coffee House,1d,1
16923,Snowy,6PM,Coffee House,1d,1
18800,Snowy,7AM,Restaurant(20-50),1d,0
13648,Sunny,10AM,Carry out & Take away,2h,1
13913,Sunny,10AM,Carry out & Take away,2h,1
20376,Sunny,7AM,Bar,1d,0
22476,Snowy,7AM,Coffee House,1d,1
21611,Snowy,7AM,Bar,1d,0
14804,Sunny,7AM,Carry out & Take away,1d,1
15472,Sunny,7AM,Coffee House,2h,0
19371,Rainy,6PM,Bar,1d,1
15510,Sunny,6PM,Bar,2h,0
12860,Sunny,7AM,Coffee House,2h,1
15247,Sunny,6PM,Bar,2h,0
18001,Sunny,10AM,Bar,1d,1
20395,Sunny,6PM,Restaurant(<20),1d,0
21547,Sunny,10PM,Restaurant(20-50),2h,0
20672,Sunny,6PM,Restaurant(20-50),2h,1
21072,Sunny,6PM,Carry out & Take away,1d,1
20383,Sunny,10PM,Coffee House,1d,1
16932,Rainy,10PM,Bar,1d,0
15018,Sunny,6PM,Restaurant(<20),2h,1
12059,Sunny,10AM,Carry out & Take away,2h,0
17670,Sunny,10PM,Restaurant(<20),2h,1
19724,Sunny,7AM,Carry out & Take away,1d,1
17841,Sunny,6PM,Coffee House,1d,1
22542,Snowy,7AM,Coffee House,1d,0
17522,Snowy,7AM,Restaurant(<20),2h,0
14947,Sunny,6PM,Coffee House,1d,0
20217,Snowy,10PM,Restaurant(<20),2h,0
19148,Sunny,6PM,Restaurant(20-50),1d,0
21614,Snowy,6PM,Bar,1d,1
10698,Sunny,7AM,Coffee House,2h,0
12605,Sunny,10AM,Coffee House,2h,1
12244,Sunny,7AM,Bar,1d,0
21528,Sunny,6PM,Carry out & Take away,2h,0
11708,Sunny,10AM,Bar,1d,0
19321,Rainy,10AM,Coffee House,1d,0
17160,Snowy,10AM,Carry out & Take away,1d,1
17262,Sunny,6PM,Coffee House,2h,1
12478,Sunny,2PM,Coffee House,1d,0
15571,Sunny,10AM,Carry out & Take away,1d,0
14579,Sunny,6PM,Coffee House,1d,1
19568,Rainy,6PM,Bar,1d,1
16811,Sunny,6PM,Bar,2h,0
20213,Sunny,10PM,Restaurant(<20),1d,1
12873,Sunny,10AM,Coffee House,2h,1
12768,Sunny,6PM,Coffee House,2h,0
10110,Sunny,2PM,Restaurant(<20),1d,1
21808,Rainy,10AM,Bar,1d,0
17085,Sunny,10AM,Coffee House,1d,1
11131,Sunny,10AM,Bar,1d,0
13006,Sunny,10AM,Carry out & Take away,2h,1
18119,Sunny,10PM,Carry out & Take away,2h,1
14880,Sunny,10AM,Carry out & Take away,1d,1
10728,Sunny,2PM,Restaurant(<20),1d,1
13463,Sunny,6PM,Coffee House,2h,0
15174,Sunny,6PM,Restaurant(<20),1d,1
20394,Sunny,6PM,Carry out & Take away,1d,1
17076,Sunny,6PM,Carry out & Take away,2h,1
12261,Sunny,10AM,Coffee House,2h,0
22206,Sunny,10PM,Restaurant(20-50),2h,0
19800,Sunny,2PM,Bar,1d,0
19039,Rainy,7AM,Carry out & Take away,2h,0
18208,Snowy,7AM,Restaurant(<20),2h,1
19295,Sunny,10AM,Restaurant(<20),2h,1
19971,Sunny,2PM,Restaurant(20-50),1d,0
20338,Sunny,10AM,Coffee House,2h,1
15233,Sunny,7AM,Coffee House,2h,1
17425,Snowy,10PM,Carry out & Take away,1d,1
11067,Sunny,6PM,Restaurant(<20),2h,1
13088,Sunny,7AM,Restaurant(20-50),1d,1
12140,Sunny,10AM,Coffee House,2h,1
14576,Sunny,6PM,Restaurant(<20),1d,1
16655,Rainy,10PM,Bar,1d,0
11537,Sunny,6PM,Restaurant(20-50),1d,1
11015,Sunny,10AM,Carry out & Take away,2h,0
16201,Sunny,6PM,Restaurant(<20),1d,1
20757,Rainy,10AM,Coffee House,1d,1
11242,Sunny,2PM,Coffee House,2h,0
12682,Sunny,6PM,Restaurant(20-50),1d,0
19121,Sunny,6PM,Restaurant(20-50),2h,0
10865,Sunny,10AM,Coffee House,2h,1
15740,Sunny,7AM,Coffee House,1d,1
15888,Sunny,10PM,Restaurant(<20),2h,0
16984,Snowy,10AM,Carry out & Take away,1d,1
21160,Sunny,6PM,Carry out & Take away,1d,1
18873,Rainy,10PM,Restaurant(20-50),2h,1
11274,Sunny,6PM,Coffee House,2h,0
11478,Sunny,7AM,Coffee House,2h,0
11930,Sunny,2PM,Carry out & Take away,1d,1
11966,Sunny,2PM,Coffee House,2h,0
22374,Snowy,2PM,Restaurant(<20),1d,1
18137,Rainy,10PM,Coffee House,1d,0
22528,Snowy,2PM,Restaurant(<20),1d,0
11701,Sunny,10AM,Carry out & Take away,2h,1
21211,Sunny,7AM,Restaurant(20-50),2h,0
19696,Snowy,10PM,Restaurant(<20),2h,0
18017,Sunny,2PM,Restaurant(20-50),2h,0
17037,Rainy,7AM,Restaurant(20-50),1d,1
18290,Snowy,6PM,Coffee House,1d,0
17125,Rainy,7AM,Restaurant(<20),2h,0
12972,Sunny,6PM,Coffee House,2h,0
10545,Sunny,2PM,Restaurant(<20),1d,1
18899,Sunny,6PM,Restaurant(<20),1d,1
17194,Sunny,7AM,Restaurant(<20),1d,1
12523,Sunny,10AM,Restaurant(<20),2h,1
12158,Sunny,7AM,Carry out & Take away,2h,1
21140,Rainy,7AM,Restaurant(<20),2h,1
16355,Sunny,6PM,Restaurant(<20),1d,1
17433,Rainy,7AM,Restaurant(20-50),1d,1
16093,Sunny,10AM,Coffee House,2h,0
10133,Sunny,10AM,Coffee House,2h,1
19945,Sunny,2PM,Restaurant(20-50),1d,1
12318,Sunny,10AM,Carry out & Take away,2h,1
18641,Snowy,6PM,Coffee House,1d,0
21463,Sunny,6PM,Restaurant(<20),2h,0
17145,Sunny,6PM,Bar,2h,0
19530,Rainy,7AM,Bar,1d,1
10765,Sunny,2PM,Restaurant(<20),1d,1
