ID,destination,passanger,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
18631,No Urgent Place,Friend(s),0,0,0,1
19964,Work,Alone,1,1,0,1
14092,No Urgent Place,Partner,0,0,0,1
22237,Work,Alone,1,1,0,1
21098,Work,Alone,0,0,1,0
12858,Home,Alone,1,0,0,1
18926,Home,Alone,1,1,0,1
21711,Work,Alone,1,1,0,1
18810,No Urgent Place,Friend(s),1,0,0,1
10011,No Urgent Place,Kid(s),1,0,0,1
21176,No Urgent Place,Alone,1,0,0,1
12611,No Urgent Place,Kid(s),1,0,0,1
19364,No Urgent Place,Alone,1,0,0,1
20537,Home,Alone,0,0,0,1
15386,Work,Alone,1,0,0,1
22321,Home,Partner,1,0,1,0
15422,Home,Alone,1,1,0,1
22379,Home,Alone,1,0,1,0
12218,Home,Alone,0,0,1,0
19115,No Urgent Place,Partner,0,0,0,1
12008,No Urgent Place,Friend(s),0,0,0,1
18562,No Urgent Place,Kid(s),1,0,0,1
16588,No Urgent Place,Friend(s),0,0,0,1
10971,No Urgent Place,Friend(s),1,0,0,1
13479,No Urgent Place,Kid(s),1,0,0,1
21795,Home,Alone,1,0,0,1
21101,Work,Alone,0,0,1,0
22023,No Urgent Place,Friend(s),0,0,0,1
22477,Work,Alone,1,0,0,1
15086,No Urgent Place,Friend(s),1,0,0,1
16026,No Urgent Place,Alone,0,0,0,1
22654,Home,Alone,0,0,0,1
11213,Work,Alone,0,0,0,1
16615,Home,Alone,1,0,1,0
13909,Work,Alone,1,0,0,1
13811,No Urgent Place,Partner,0,0,0,1
16947,Home,Alone,0,0,1,0
20173,Home,Kid(s),1,0,1,0
13351,Work,Alone,0,0,1,0
13665,Work,Alone,0,0,1,0
10012,No Urgent Place,Kid(s),1,0,0,1
16263,No Urgent Place,Partner,0,0,0,1
20393,Home,Kid(s),1,0,0,1
22130,No Urgent Place,Friend(s),0,0,0,1
20091,Home,Alone,1,0,0,1
21070,Home,Partner,1,1,0,1
20805,No Urgent Place,Alone,0,0,0,1
15006,No Urgent Place,Friend(s),1,0,0,1
11512,No Urgent Place,Partner,0,0,0,1
12050,Work,Alone,1,0,0,1
18147,No Urgent Place,Alone,0,0,0,1
21841,Work,Alone,0,0,0,1
21118,Work,Alone,0,0,1,0
15320,Work,Alone,0,0,1,0
15665,Home,Alone,0,0,1,0
16684,Work,Alone,0,0,0,1
21876,No Urgent Place,Kid(s),1,0,0,1
18744,No Urgent Place,Friend(s),0,0,0,1
19816,No Urgent Place,Alone,0,0,0,1
19615,Work,Alone,1,0,0,1
12288,Work,Alone,1,1,0,1
14168,Work,Alone,0,0,1,0
19751,No Urgent Place,Alone,1,0,0,1
18606,No Urgent Place,Kid(s),1,0,0,1
11021,No Urgent Place,Friend(s),1,0,0,1
14496,Work,Alone,1,0,0,1
20250,No Urgent Place,Alone,1,0,0,1
11463,No Urgent Place,Friend(s),1,0,0,1
19340,No Urgent Place,Friend(s),1,0,0,1
18583,No Urgent Place,Alone,1,0,0,1
16248,Home,Alone,0,0,1,0
17380,No Urgent Place,Partner,1,0,0,1
21298,Work,Alone,1,1,0,1
18395,No Urgent Place,Friend(s),1,0,0,1
19002,No Urgent Place,Friend(s),1,0,0,1
15558,Home,Alone,1,1,0,1
13621,Work,Alone,0,0,1,0
21537,Work,Alone,0,0,1,0
13696,No Urgent Place,Friend(s),1,0,0,1
17202,No Urgent Place,Friend(s),0,0,0,1
19748,Work,Alone,0,0,0,1
13003,Work,Alone,1,0,0,1
14508,No Urgent Place,Partner,1,0,0,1
15798,Home,Alone,0,0,1,0
20134,Home,Alone,1,0,0,1
12234,No Urgent Place,Partner,0,0,0,1
12051,No Urgent Place,Alone,0,0,0,1
11288,No Urgent Place,Partner,0,0,0,1
13725,Home,Alone,0,0,1,0
18345,No Urgent Place,Friend(s),0,0,0,1
14752,Home,Alone,0,0,1,0
10515,Work,Alone,0,0,0,1
20033,No Urgent Place,Friend(s),1,0,0,1
20910,No Urgent Place,Alone,0,0,0,1
18281,No Urgent Place,Friend(s),0,0,0,1
11482,No Urgent Place,Friend(s),1,0,0,1
11754,No Urgent Place,Friend(s),1,0,0,1
19143,No Urgent Place,Friend(s),1,0,0,1
10376,No Urgent Place,Kid(s),1,0,0,1
19981,Home,Partner,0,0,1,0
22342,Home,Alone,1,0,0,1
17323,Work,Alone,1,1,0,1
19454,Home,Alone,0,0,1,0
11464,No Urgent Place,Kid(s),1,0,0,1
20818,Work,Alone,1,1,0,1
14004,No Urgent Place,Kid(s),1,0,0,1
19522,Home,Partner,1,1,0,1
16142,No Urgent Place,Partner,0,0,0,1
14906,No Urgent Place,Kid(s),1,0,0,1
15557,Home,Alone,0,0,1,0
15833,No Urgent Place,Friend(s),0,0,0,1
20230,No Urgent Place,Friend(s),1,0,0,1
14459,No Urgent Place,Friend(s),1,0,0,1
19871,Home,Alone,1,0,0,1
15837,Home,Alone,0,0,0,1
19577,No Urgent Place,Friend(s),1,0,0,1
15638,Home,Alone,0,0,1,0
10282,No Urgent Place,Friend(s),0,0,0,1
10702,No Urgent Place,Friend(s),1,0,0,1
19916,Work,Alone,1,0,1,0
16299,Work,Alone,1,1,0,1
21399,Home,Alone,0,0,0,1
15765,No Urgent Place,Friend(s),1,0,0,1
18511,Home,Alone,0,0,1,0
16403,Work,Alone,1,1,0,1
17279,Work,Alone,1,1,0,1
13079,No Urgent Place,Friend(s),1,0,0,1
21296,Work,Alone,0,0,1,0
15450,Work,Alone,0,0,1,0
18069,No Urgent Place,Alone,0,0,0,1
11619,No Urgent Place,Friend(s),0,0,0,1
13393,No Urgent Place,Partner,0,0,0,1
14672,Work,Alone,0,0,1,0
11364,Work,Alone,1,1,0,1
16407,No Urgent Place,Alone,0,0,0,1
22680,Work,Alone,0,0,0,1
22221,No Urgent Place,Friend(s),0,0,0,1
13558,No Urgent Place,Alone,0,0,0,1
18500,No Urgent Place,Friend(s),1,0,0,1
16545,Home,Alone,0,0,1,0
16063,Work,Alone,0,0,1,0
20771,Work,Alone,1,0,0,1
10316,Home,Alone,0,0,0,1
15296,Home,Alone,0,0,1,0
18697,No Urgent Place,Friend(s),0,0,0,1
10597,No Urgent Place,Friend(s),0,0,0,1
13472,No Urgent Place,Friend(s),1,0,0,1
14810,No Urgent Place,Friend(s),1,0,0,1
14074,No Urgent Place,Kid(s),1,0,0,1
10677,No Urgent Place,Alone,0,0,0,1
12440,No Urgent Place,Partner,1,0,0,1
17518,Home,Alone,0,0,0,1
12924,No Urgent Place,Kid(s),1,0,0,1
18725,No Urgent Place,Partner,0,0,0,1
18282,No Urgent Place,Friend(s),1,0,0,1
11613,No Urgent Place,Friend(s),0,0,0,1
17829,Home,Alone,0,0,1,0
16327,No Urgent Place,Friend(s),1,0,0,1
17108,No Urgent Place,Alone,0,0,0,1
14366,Work,Alone,0,0,1,0
16087,Work,Alone,1,0,0,1
18906,Work,Alone,1,0,1,0
17901,Work,Alone,1,1,0,1
22299,Work,Alone,0,0,1,0
15896,No Urgent Place,Friend(s),1,0,0,1
21730,Work,Alone,0,0,0,1
10681,No Urgent Place,Friend(s),1,0,0,1
13346,Home,Alone,1,0,0,1
12092,Work,Alone,0,0,1,0
20806,No Urgent Place,Alone,1,0,0,1
18118,Home,Alone,0,0,1,0
16425,Work,Alone,1,0,1,0
15720,No Urgent Place,Friend(s),1,0,0,1
22486,No Urgent Place,Alone,0,0,0,1
14609,Work,Alone,0,0,1,0
10887,No Urgent Place,Friend(s),1,0,0,1
17718,No Urgent Place,Alone,0,0,0,1
13372,No Urgent Place,Alone,0,0,0,1
14153,No Urgent Place,Friend(s),1,0,0,1
16696,Home,Alone,0,0,1,0
16904,Work,Alone,1,1,0,1
13927,Work,Alone,1,1,0,1
16536,Work,Alone,0,0,1,0
20480,Work,Alone,1,0,1,0
13163,Work,Alone,1,0,0,1
22402,Home,Kid(s),1,0,1,0
18524,No Urgent Place,Friend(s),0,0,0,1
22172,Work,Alone,0,0,1,0
18166,Work,Alone,1,1,0,1
12467,Home,Alone,0,0,0,1
10567,No Urgent Place,Alone,0,0,0,1
18507,No Urgent Place,Kid(s),1,0,0,1
22294,Home,Alone,0,0,1,0
21671,Home,Kid(s),1,0,1,0
14144,Home,Alone,0,0,1,0
20281,No Urgent Place,Alone,0,0,0,1
22484,No Urgent Place,Friend(s),0,0,0,1
10054,No Urgent Place,Friend(s),0,0,0,1
17358,No Urgent Place,Partner,1,0,0,1
10711,No Urgent Place,Partner,1,0,0,1
10451,Work,Alone,1,0,0,1
21290,Home,Alone,1,0,0,1
18604,Work,Alone,0,0,1,0
15727,Home,Alone,0,0,0,1
10393,No Urgent Place,Friend(s),1,0,0,1
14118,No Urgent Place,Kid(s),1,0,0,1
17946,Work,Alone,1,1,0,1
12257,No Urgent Place,Friend(s),0,0,0,1
11025,Home,Alone,0,0,1,0
14521,Work,Alone,0,0,1,0
10792,No Urgent Place,Friend(s),1,0,0,1
20164,No Urgent Place,Alone,1,0,0,1
17714,No Urgent Place,Friend(s),0,0,0,1
14510,No Urgent Place,Partner,0,0,0,1
15133,Home,Alone,1,0,0,1
19654,Home,Alone,0,0,1,0
18776,Home,Alone,0,0,1,0
18925,Home,Alone,1,1,0,1
17977,No Urgent Place,Friend(s),0,0,0,1
12492,Work,Alone,0,0,0,1
22165,Home,Alone,1,1,0,1
22035,Home,Alone,0,0,0,1
19860,No Urgent Place,Friend(s),1,0,0,1
11507,No Urgent Place,Friend(s),1,0,0,1
12007,No Urgent Place,Alone,0,0,0,1
20420,Work,Alone,1,0,0,1
14922,No Urgent Place,Friend(s),0,0,0,1
16077,Home,Alone,0,0,1,0
19224,Work,Alone,1,1,0,1
14476,Work,Alone,0,0,1,0
13706,Work,Alone,1,1,0,1
18748,No Urgent Place,Kid(s),0,0,0,1
10666,No Urgent Place,Partner,0,0,0,1
13086,Work,Alone,1,1,0,1
10421,No Urgent Place,Partner,1,0,0,1
20496,Home,Alone,0,0,1,0
18326,No Urgent Place,Friend(s),0,0,0,1
21357,Home,Alone,1,1,0,1
16162,Home,Alone,1,0,1,0
12809,No Urgent Place,Friend(s),1,0,0,1
13507,Home,Alone,0,0,0,1
20287,Home,Alone,1,0,0,1
13374,Home,Alone,1,0,0,1
11322,Work,Alone,0,0,1,0
17562,No Urgent Place,Friend(s),1,0,0,1
21558,Home,Kid(s),1,0,0,1
18550,No Urgent Place,Partner,1,0,0,1
14466,Home,Alone,0,0,1,0
10328,No Urgent Place,Friend(s),1,0,0,1
21784,No Urgent Place,Friend(s),0,0,0,1
15742,No Urgent Place,Friend(s),1,0,0,1
22129,Work,Alone,0,0,1,0
10430,No Urgent Place,Alone,0,0,0,1
17032,Home,Alone,0,0,1,0
11897,No Urgent Place,Alone,0,0,0,1
22274,Home,Alone,1,1,0,1
18817,Home,Alone,0,0,0,1
14565,Work,Alone,0,0,1,0
22187,Home,Alone,0,0,1,0
14615,No Urgent Place,Friend(s),0,0,0,1
17920,Home,Partner,0,0,1,0
10696,Work,Alone,0,0,1,0
22185,Home,Alone,1,0,0,1
14104,Work,Alone,1,0,1,0
17981,No Urgent Place,Kid(s),0,0,0,1
18235,No Urgent Place,Kid(s),1,0,0,1
18389,No Urgent Place,Friend(s),1,0,0,1
10720,Work,Alone,1,0,0,1
18745,No Urgent Place,Friend(s),1,0,0,1
16180,No Urgent Place,Partner,1,0,0,1
13890,No Urgent Place,Friend(s),0,0,0,1
17553,Work,Alone,0,0,1,0
17685,No Urgent Place,Alone,1,0,0,1
14956,Work,Alone,1,0,1,0
17219,No Urgent Place,Kid(s),1,0,0,1
20510,No Urgent Place,Friend(s),1,0,0,1
20146,No Urgent Place,Alone,0,0,0,1
22634,No Urgent Place,Kid(s),0,0,0,1
21666,No Urgent Place,Alone,1,0,0,1
14078,Home,Alone,1,1,0,1
21470,Home,Alone,0,0,1,0
13515,No Urgent Place,Friend(s),0,0,0,1
21142,Work,Alone,0,0,1,0
20140,Work,Alone,1,1,0,1
22391,Work,Alone,0,0,1,0
12970,No Urgent Place,Kid(s),0,0,0,1
18775,Home,Partner,0,0,1,0
12331,Work,Alone,1,1,0,1
16526,Home,Alone,1,1,0,1
18442,Home,Alone,1,0,1,0
11607,Work,Alone,1,0,0,1
13654,No Urgent Place,Kid(s),1,0,0,1
17112,No Urgent Place,Friend(s),1,0,0,1
22053,Home,Kid(s),1,0,0,1
10593,No Urgent Place,Friend(s),0,0,0,1
22000,No Urgent Place,Friend(s),1,0,0,1
18262,No Urgent Place,Friend(s),0,0,0,1
22647,No Urgent Place,Alone,1,0,0,1
20691,Home,Alone,0,0,0,1
15991,Home,Alone,1,1,0,1
18722,No Urgent Place,Friend(s),1,0,0,1
16641,Work,Alone,1,1,0,1
12486,Home,Alone,0,0,1,0
21858,Home,Alone,1,0,0,1
13222,Work,Alone,1,1,0,1
20718,Work,Alone,1,0,1,0
13234,No Urgent Place,Friend(s),1,0,0,1
15944,No Urgent Place,Partner,0,0,0,1
12052,No Urgent Place,Friend(s),0,0,0,1
15036,No Urgent Place,Partner,0,0,0,1
13590,No Urgent Place,Partner,1,0,0,1
12698,No Urgent Place,Kid(s),1,0,0,1
15161,Home,Alone,0,0,0,1
20449,No Urgent Place,Friend(s),1,0,0,1
11076,Work,Alone,0,0,0,1
10866,No Urgent Place,Partner,0,0,0,1
19995,No Urgent Place,Alone,1,0,0,1
12434,No Urgent Place,Friend(s),1,0,0,1
21179,Home,Alone,0,0,1,0
19667,No Urgent Place,Friend(s),1,0,0,1
21276,Work,Alone,1,1,0,1
18450,Work,Alone,0,0,1,0
13190,No Urgent Place,Friend(s),1,0,0,1
14042,No Urgent Place,Alone,0,0,0,1
20598,No Urgent Place,Friend(s),1,0,0,1
20794,Work,Alone,0,0,1,0
13096,No Urgent Place,Friend(s),1,0,0,1
19339,No Urgent Place,Friend(s),1,0,0,1
19098,Home,Kid(s),1,0,0,1
19020,Work,Alone,1,1,0,1
10461,No Urgent Place,Friend(s),1,0,0,1
10221,No Urgent Place,Friend(s),1,0,0,1
21100,Work,Alone,1,1,0,1
19092,No Urgent Place,Alone,0,0,0,1
15453,Work,Alone,1,1,0,1
12494,No Urgent Place,Alone,0,0,0,1
18702,No Urgent Place,Partner,1,0,0,1
15797,Home,Alone,0,0,0,1
10653,Work,Alone,0,0,0,1
15246,No Urgent Place,Partner,0,0,0,1
18426,Work,Alone,1,1,0,1
12669,No Urgent Place,Friend(s),0,0,0,1
20463,Home,Alone,1,0,0,1
10348,No Urgent Place,Friend(s),1,0,0,1
15563,Work,Alone,1,1,0,1
14927,No Urgent Place,Kid(s),1,0,0,1
21943,Home,Alone,0,0,0,1
22569,No Urgent Place,Friend(s),1,0,0,1
21973,Work,Alone,0,0,1,0
15503,No Urgent Place,Friend(s),1,0,0,1
13460,No Urgent Place,Alone,0,0,0,1
12418,No Urgent Place,Friend(s),0,0,0,1
14019,Work,Alone,1,0,0,1
15796,Home,Alone,0,0,1,0
10675,Work,Alone,0,0,0,1
21400,Home,Alone,0,0,1,0
12256,No Urgent Place,Friend(s),1,0,0,1
16237,No Urgent Place,Friend(s),1,0,0,1
17953,No Urgent Place,Friend(s),1,0,0,1
12877,No Urgent Place,Friend(s),1,0,0,1
10173,Work,Alone,0,0,1,0
10965,Work,Alone,0,0,1,0
18655,No Urgent Place,Friend(s),1,0,0,1
11617,No Urgent Place,Friend(s),1,0,0,1
16923,Home,Alone,1,0,0,1
18800,Work,Alone,1,1,0,1
13648,No Urgent Place,Friend(s),1,0,0,1
13913,No Urgent Place,Friend(s),1,0,0,1
20376,Work,Alone,1,0,1,0
22476,Work,Alone,0,0,1,0
21611,Work,Alone,1,1,0,1
14804,Work,Alone,1,1,0,1
15472,Work,Alone,1,0,1,0
19371,Home,Alone,1,1,0,1
15510,No Urgent Place,Partner,1,0,0,1
12860,Work,Alone,1,1,0,1
15247,No Urgent Place,Partner,1,0,0,1
18001,No Urgent Place,Partner,1,0,0,1
20395,Home,Alone,0,0,1,0
21547,No Urgent Place,Kid(s),0,0,0,1
20672,Home,Kid(s),1,0,1,0
21072,Home,Alone,0,0,0,1
20383,No Urgent Place,Friend(s),1,0,0,1
16932,No Urgent Place,Kid(s),1,0,0,1
15018,Home,Alone,0,0,1,0
12059,No Urgent Place,Kid(s),1,0,0,1
17670,No Urgent Place,Friend(s),0,0,0,1
19724,Work,Alone,1,0,0,1
17841,No Urgent Place,Friend(s),0,0,0,1
22542,Work,Alone,0,0,1,0
17522,Work,Alone,1,1,0,1
14947,Home,Alone,0,0,1,0
20217,Home,Alone,1,1,0,1
19148,Home,Alone,0,0,1,0
21614,No Urgent Place,Kid(s),0,0,0,1
10698,Work,Alone,1,0,0,1
12605,No Urgent Place,Friend(s),0,0,0,1
12244,Work,Alone,1,1,0,1
21528,Home,Alone,1,0,1,0
11708,No Urgent Place,Kid(s),1,0,0,1
19321,No Urgent Place,Alone,1,0,0,1
17160,No Urgent Place,Friend(s),1,0,0,1
17262,No Urgent Place,Alone,0,0,0,1
12478,No Urgent Place,Friend(s),0,0,0,1
15571,No Urgent Place,Kid(s),1,0,0,1
14579,Home,Alone,0,0,0,1
19568,Home,Alone,1,1,0,1
16811,Home,Alone,1,0,1,0
20213,No Urgent Place,Alone,0,0,0,1
12873,No Urgent Place,Friend(s),0,0,0,1
12768,No Urgent Place,Kid(s),1,0,0,1
10110,No Urgent Place,Alone,0,0,0,1
21808,No Urgent Place,Alone,1,0,0,1
17085,No Urgent Place,Alone,1,0,0,1
11131,No Urgent Place,Kid(s),1,0,0,1
13006,No Urgent Place,Friend(s),1,0,0,1
18119,Home,Partner,1,0,0,1
14880,No Urgent Place,Kid(s),1,0,0,1
10728,No Urgent Place,Friend(s),1,0,0,1
13463,Home,Alone,0,0,0,1
15174,No Urgent Place,Friend(s),1,0,0,1
20394,Home,Alone,0,0,0,1
17076,Home,Alone,1,0,1,0
12261,No Urgent Place,Alone,0,0,0,1
22206,Home,Kid(s),1,0,0,1
19800,No Urgent Place,Partner,0,0,0,1
19039,Work,Alone,1,0,1,0
18208,Work,Alone,1,1,0,1
19295,No Urgent Place,Friend(s),1,0,0,1
19971,No Urgent Place,Partner,0,0,0,1
20338,No Urgent Place,Alone,1,0,0,1
15233,Work,Alone,1,0,1,0
17425,No Urgent Place,Friend(s),1,0,0,1
11067,No Urgent Place,Partner,0,0,0,1
13088,Work,Alone,1,0,0,1
12140,No Urgent Place,Friend(s),0,0,0,1
14576,No Urgent Place,Partner,0,0,0,1
16655,Home,Partner,1,0,0,1
11537,Home,Alone,1,0,0,1
11015,No Urgent Place,Friend(s),1,0,0,1
16201,No Urgent Place,Partner,0,0,0,1
20757,No Urgent Place,Alone,1,0,0,1
11242,No Urgent Place,Friend(s),1,0,0,1
12682,Home,Alone,1,0,0,1
19121,Home,Kid(s),1,0,1,0
10865,No Urgent Place,Partner,0,0,0,1
15740,Work,Alone,1,0,0,1
15888,Home,Alone,0,0,1,0
16984,No Urgent Place,Friend(s),1,0,0,1
21160,Home,Alone,0,0,0,1
18873,No Urgent Place,Friend(s),1,0,0,1
11274,Home,Alone,0,0,0,1
11478,Work,Alone,1,0,0,1
11930,No Urgent Place,Friend(s),1,0,0,1
11966,No Urgent Place,Friend(s),1,0,0,1
22374,No Urgent Place,Friend(s),0,0,0,1
18137,Home,Alone,0,0,1,0
22528,No Urgent Place,Friend(s),0,0,0,1
11701,No Urgent Place,Friend(s),1,0,0,1
21211,Work,Alone,0,0,1,0
19696,Home,Alone,1,1,0,1
18017,No Urgent Place,Friend(s),1,0,0,1
17037,Work,Alone,1,1,0,1
18290,Home,Alone,1,0,0,1
17125,Work,Alone,1,1,0,1
12972,No Urgent Place,Kid(s),1,0,0,1
10545,No Urgent Place,Alone,0,0,0,1
18899,Home,Alone,0,0,1,0
17194,Work,Alone,0,0,1,0
12523,No Urgent Place,Kid(s),1,0,0,1
12158,Work,Alone,0,0,1,0
21140,Work,Alone,0,0,1,0
16355,No Urgent Place,Partner,0,0,0,1
17433,Work,Alone,1,1,0,1
16093,No Urgent Place,Friend(s),1,0,0,1
10133,No Urgent Place,Friend(s),0,0,0,1
19945,No Urgent Place,Friend(s),1,0,0,1
12318,No Urgent Place,Friend(s),1,0,0,1
18641,Home,Alone,1,0,0,1
21463,No Urgent Place,Kid(s),1,0,0,1
17145,Home,Alone,0,0,1,0
19530,Work,Alone,1,1,0,1
10765,No Urgent Place,Alone,0,0,0,1
15866,Home,Alone,0,0,1,0
17025,No Urgent Place,Friend(s),1,0,0,1
21697,No Urgent Place,Alone,1,0,0,1
17203,No Urgent Place,Friend(s),1,0,0,1
11853,No Urgent Place,Alone,0,0,0,1
21918,No Urgent Place,Alone,0,0,0,1
12104,No Urgent Place,Friend(s),1,0,0,1
19706,Work,Alone,1,0,1,0
13056,No Urgent Place,Kid(s),1,0,0,1
18387,No Urgent Place,Friend(s),0,0,0,1
11813,No Urgent Place,Friend(s),1,0,0,1
13092,No Urgent Place,Alone,0,0,0,1
15572,No Urgent Place,Kid(s),1,0,0,1
16000,Work,Alone,1,1,0,1
14322,Work,Alone,1,0,0,1
10098,No Urgent Place,Friend(s),0,0,0,1
12074,No Urgent Place,Friend(s),0,0,0,1
17114,No Urgent Place,Friend(s),1,0,0,1
13605,No Urgent Place,Friend(s),1,0,0,1
16582,No Urgent Place,Kid(s),0,0,0,1
20430,No Urgent Place,Friend(s),1,0,0,1
13363,No Urgent Place,Friend(s),1,0,0,1
15421,Home,Alone,0,0,0,1
10443,Home,Alone,0,0,1,0
20083,No Urgent Place,Alone,1,0,0,1
11063,No Urgent Place,Partner,0,0,0,1
16281,No Urgent Place,Friend(s),1,0,0,1
19668,No Urgent Place,Friend(s),1,0,0,1
11166,No Urgent Place,Partner,0,0,0,1
20444,Work,Alone,0,0,0,1
18547,No Urgent Place,Partner,1,0,0,1
18396,No Urgent Place,Friend(s),1,0,0,1
15480,No Urgent Place,Friend(s),1,0,0,1
11989,No Urgent Place,Friend(s),1,0,0,1
11429,Work,Alone,1,1,0,1
18675,No Urgent Place,Friend(s),0,0,0,1
11200,No Urgent Place,Friend(s),1,0,0,1
22060,Work,Alone,0,0,0,1
16996,Work,Alone,0,0,1,0
13896,No Urgent Place,Friend(s),0,0,0,1
22521,Work,Alone,0,0,1,0
13055,No Urgent Place,Kid(s),1,0,0,1
12557,Work,Alone,0,0,1,0
12541,No Urgent Place,Friend(s),1,0,0,1
19287,Work,Alone,1,0,0,1
21374,No Urgent Place,Alone,0,0,0,1
21286,No Urgent Place,Alone,1,0,0,1
21522,No Urgent Place,Friend(s),0,0,0,1
17006,No Urgent Place,Friend(s),1,0,0,1
14974,Home,Alone,0,0,1,0
21793,Home,Alone,0,0,0,1
15943,No Urgent Place,Friend(s),0,0,0,1
15443,Home,Alone,0,0,0,1
13903,Home,Alone,0,0,0,1
12533,Work,Alone,1,1,0,1
15707,No Urgent Place,Partner,1,0,0,1
12729,Work,Alone,1,1,0,1
14304,Work,Alone,1,0,0,1
18283,No Urgent Place,Friend(s),0,0,0,1
20859,No Urgent Place,Partner,0,0,0,1
13446,Work,Alone,0,0,0,1
18699,No Urgent Place,Friend(s),1,0,0,1
18438,No Urgent Place,Friend(s),1,0,0,1
16900,Home,Alone,1,0,1,0
12617,Home,Alone,0,0,1,0
10829,Work,Alone,1,0,0,1
11755,No Urgent Place,Alone,0,0,0,1
16571,Home,Alone,0,0,1,0
12111,Work,Alone,1,1,0,1
13555,Work,Alone,0,0,1,0
19290,Work,Alone,1,1,0,1
19881,No Urgent Place,Friend(s),1,0,0,1
10135,No Urgent Place,Friend(s),1,0,0,1
18585,No Urgent Place,Friend(s),1,0,0,1
21212,No Urgent Place,Friend(s),0,0,0,1
18788,No Urgent Place,Partner,1,0,0,1
10649,Work,Alone,1,1,0,1
15105,No Urgent Place,Alone,0,0,0,1
18358,Home,Partner,0,0,1,0
13635,No Urgent Place,Friend(s),1,0,0,1
14711,Home,Alone,0,0,0,1
14542,Work,Alone,1,1,0,1
14280,Work,Alone,1,1,0,1
21904,Home,Alone,0,0,0,1
12656,No Urgent Place,Kid(s),1,0,0,1
17642,No Urgent Place,Alone,0,0,0,1
20069,Home,Alone,1,0,0,1
14043,No Urgent Place,Friend(s),1,0,0,1
18958,No Urgent Place,Friend(s),1,0,0,1
11669,Home,Alone,1,0,0,1
13254,No Urgent Place,Friend(s),1,0,0,1
18128,No Urgent Place,Friend(s),0,0,0,1
20227,Work,Alone,1,0,1,0
17646,No Urgent Place,Friend(s),1,0,0,1
19877,Work,Alone,1,0,1,0
22421,No Urgent Place,Alone,1,0,0,1
19132,Work,Alone,1,0,1,0
18344,No Urgent Place,Friend(s),1,0,0,1
10412,No Urgent Place,Friend(s),1,0,0,1
10131,Work,Alone,1,0,0,1
15800,Home,Alone,0,0,1,0
21656,No Urgent Place,Kid(s),0,0,0,1
11549,No Urgent Place,Friend(s),0,0,0,1
15782,Work,Alone,1,1,0,1
21406,Work,Alone,0,0,0,1
14204,No Urgent Place,Partner,0,0,0,1
18463,No Urgent Place,Kid(s),1,0,0,1
16965,No Urgent Place,Partner,1,0,0,1
17761,No Urgent Place,Partner,0,0,0,1
16929,Work,Alone,1,1,0,1
10927,No Urgent Place,Friend(s),1,0,0,1
14008,No Urgent Place,Kid(s),1,0,0,1
15851,No Urgent Place,Alone,0,0,0,1
12887,Home,Alone,0,0,0,1
17119,No Urgent Place,Partner,1,0,0,1
15458,No Urgent Place,Friend(s),1,0,0,1
21172,No Urgent Place,Friend(s),0,0,0,1
13664,Work,Alone,1,0,0,1
16144,No Urgent Place,Partner,1,0,0,1
11999,Home,Alone,1,0,0,1
16347,No Urgent Place,Friend(s),1,0,0,1
17369,Work,Alone,1,1,0,1
15942,No Urgent Place,Friend(s),1,0,0,1
16111,Work,Alone,1,1,0,1
19649,No Urgent Place,Alone,1,0,0,1
15451,Work,Alone,1,0,1,0
15079,Work,Alone,1,0,1,0
20226,Work,Alone,1,1,0,1
10808,Work,Alone,1,0,0,1
12965,No Urgent Place,Friend(s),1,0,0,1
17561,No Urgent Place,Alone,0,0,0,1
10445,Home,Alone,0,0,0,1
17463,No Urgent Place,Alone,0,0,0,1
20122,No Urgent Place,Friend(s),1,0,0,1
22197,No Urgent Place,Friend(s),0,0,0,1
21278,No Urgent Place,Friend(s),0,0,0,1
20677,Home,Alone,1,1,0,1
14976,Work,Alone,0,0,1,0
19844,Home,Alone,1,1,0,1
16333,Home,Alone,1,1,0,1
18848,No Urgent Place,Friend(s),1,0,0,1
10601,No Urgent Place,Alone,0,0,0,1
20461,Home,Alone,1,1,0,1
10511,Work,Alone,1,1,0,1
22275,Home,Alone,0,0,1,0
17138,No Urgent Place,Friend(s),1,0,0,1
15668,Work,Alone,0,0,1,0
21869,No Urgent Place,Friend(s),0,0,0,1
15337,Home,Alone,0,0,0,1
20318,No Urgent Place,Friend(s),1,0,0,1
14564,Work,Alone,1,1,0,1
22300,Work,Alone,0,0,0,1
14809,No Urgent Place,Friend(s),1,0,0,1
11405,Home,Alone,1,0,0,1
20535,No Urgent Place,Alone,0,0,0,1
20884,No Urgent Place,Friend(s),1,0,0,1
21039,No Urgent Place,Friend(s),0,0,0,1
18502,No Urgent Place,Friend(s),0,0,0,1
16155,Home,Alone,0,0,1,0
10610,Work,Alone,1,0,0,1
10327,No Urgent Place,Friend(s),1,0,0,1
15568,No Urgent Place,Friend(s),1,0,0,1
13390,No Urgent Place,Partner,0,0,0,1
12230,No Urgent Place,Friend(s),1,0,0,1
16395,Home,Alone,0,0,1,0
13405,No Urgent Place,Friend(s),0,0,0,1
13624,No Urgent Place,Alone,0,0,0,1
11335,No Urgent Place,Friend(s),0,0,0,1
11936,Work,Alone,1,1,0,1
22468,Home,Alone,0,0,0,1
