ID,gender,age,maritalStatus,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,ID,weather,time,coupon,expiration,Y,ID,destination,passanger,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
19809,Male,46,Married partner,Some college - no degree,Unemployed,$12500 - $24999,never,less1,4~8,1~3,less1,19809,Sunny,7AM,Coffee House,1d,1,19809,Work,Alone,0,0,1,0
21051,Male,46,Single,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8,21051,Sunny,10PM,Restaurant(20-50),1d,1,21051,Home,Alone,0,0,0,1
18574,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,18574,Sunny,6PM,Carry out & Take away,2h,1,18574,Home,Alone,1,0,1,0
13541,Female,21,Single,Some college - no degree,Student,Less than $12500,gt8,4~8,4~8,4~8,1~3,13541,Sunny,2PM,Coffee House,2h,0,13541,No Urgent Place,Friend(s),1,0,0,1
20722,Female,41,Single,Bachelors degree,Healthcare Support,$75000 - $87499,less1,less1,1~3,1~3,less1,20722,Snowy,7AM,Carry out & Take away,1d,1,20722,Work,Alone,1,0,1,0
20877,Male,41,Single,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,20877,Rainy,7AM,Carry out & Take away,1d,1,20877,Work,Alone,0,0,0,1
17020,Female,50plus,Divorced,Bachelors degree,Retired,Less than $12500,never,4~8,gt8,gt8,less1,17020,Sunny,10AM,Restaurant(<20),1d,1,17020,No Urgent Place,Friend(s),0,0,0,1
18003,Male,26,Unmarried partner,Bachelors degree,Management,$25000 - $37499,1~3,never,4~8,never,1~3,18003,Rainy,2PM,Restaurant(<20),2h,1,18003,No Urgent Place,Partner,1,0,0,1
11945,Male,41,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,less1,4~8,4~8,1~3,less1,11945,Sunny,2PM,Coffee House,1d,0,11945,No Urgent Place,Friend(s),1,0,0,1
19967,Female,21,Married partner,High School Graduate,Office & Administrative Support,$12500 - $24999,never,never,4~8,1~3,less1,19967,Sunny,10PM,Coffee House,1d,1,19967,No Urgent Place,Friend(s),1,0,0,1
21080,Male,50plus,Divorced,Some college - no degree,Production Occupations,$37500 - $49999,1~3,4~8,4~8,gt8,4~8,21080,Sunny,6PM,Restaurant(<20),2h,1,21080,No Urgent Place,Friend(s),0,0,0,1
18798,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,18798,Rainy,7AM,Restaurant(<20),2h,0,18798,Work,Alone,1,1,0,1
22332,Male,31,Married partner,Some college - no degree,Computer & Mathematical,$37500 - $49999,never,never,1~3,1~3,1~3,22332,Sunny,10AM,Carry out & Take away,2h,1,22332,No Urgent Place,Friend(s),0,0,0,1
10396,Female,21,Single,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8,10396,Sunny,6PM,Restaurant(<20),2h,1,10396,No Urgent Place,Friend(s),1,0,0,1
15975,Male,36,Married partner,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,less1,1~3,4~8,1~3,15975,Sunny,6PM,Coffee House,2h,0,15975,Home,Alone,1,1,0,1
20212,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,20212,Sunny,2PM,Bar,1d,1,20212,No Urgent Place,Partner,0,0,0,1
16751,Male,21,Single,Some college - no degree,Unemployed,$75000 - $87499,1~3,4~8,less1,less1,never,16751,Sunny,7AM,Restaurant(<20),1d,0,16751,Work,Alone,1,1,0,1
16056,Female,26,Single,High School Graduate,Unemployed,Less than $12500,less1,less1,4~8,1~3,never,16056,Sunny,6PM,Coffee House,1d,0,16056,Home,Alone,0,0,0,1
22183,Male,26,Single,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,22183,Sunny,6PM,Carry out & Take away,1d,1,22183,Home,Alone,0,0,0,1
21815,Male,36,Married partner,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,21815,Sunny,6PM,Carry out & Take away,1d,1,21815,Home,Alone,0,0,0,1
10655,Male,31,Married partner,Some college - no degree,Construction & Extraction,$100000 or More,1~3,never,4~8,1~3,1~3,10655,Sunny,2PM,Restaurant(<20),1d,1,10655,No Urgent Place,Alone,0,0,0,1
16747,Male,21,Single,Some college - no degree,Unemployed,$75000 - $87499,1~3,4~8,less1,less1,never,16747,Sunny,7AM,Coffee House,1d,1,16747,Work,Alone,1,1,0,1
15158,Male,36,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,1~3,4~8,1~3,1~3,15158,Sunny,6PM,Restaurant(<20),1d,1,15158,No Urgent Place,Partner,0,0,0,1
10782,Female,26,Single,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,1~3,1~3,1~3,gt8,1~3,10782,Sunny,7AM,Bar,1d,1,10782,Work,Alone,1,1,0,1
21078,Female,36,Married partner,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1,21078,Snowy,7AM,Bar,1d,0,21078,Work,Alone,1,1,0,1
20949,Female,31,Married partner,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,20949,Snowy,6PM,Bar,1d,0,20949,No Urgent Place,Kid(s),0,0,0,1
17387,Male,below21,Unmarried partner,Some college - no degree,Student,$87500 - $99999,never,1~3,1~3,1~3,less1,17387,Sunny,6PM,Coffee House,1d,1,17387,Home,Partner,0,0,1,0
17388,Male,below21,Unmarried partner,Some college - no degree,Student,$87500 - $99999,never,1~3,1~3,1~3,less1,17388,Sunny,6PM,Bar,2h,0,17388,Home,Alone,0,0,1,0
15229,Male,31,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,1~3,4~8,4~8,less1,15229,Sunny,6PM,Coffee House,2h,0,15229,Home,Alone,1,1,0,1
16630,Male,26,Single,Bachelors degree,Business & Financial,$100000 or More,4~8,1~3,1~3,1~3,less1,16630,Sunny,10PM,Restaurant(20-50),1d,1,16630,No Urgent Place,Alone,0,0,0,1
17673,Male,36,Single,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,17673,Snowy,10PM,Carry out & Take away,1d,1,17673,No Urgent Place,Friend(s),1,0,0,1
20905,Female,21,Unmarried partner,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1,20905,Sunny,10PM,Bar,1d,1,20905,No Urgent Place,Friend(s),1,0,0,1
21633,Male,41,Married partner,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,21633,Snowy,7AM,Bar,1d,1,21633,Work,Alone,1,1,0,1
11356,Male,26,Unmarried partner,Some college - no degree,Sales & Related,$50000 - $62499,1~3,4~8,gt8,1~3,1~3,11356,Sunny,10AM,Bar,2h,1,11356,No Urgent Place,Partner,0,0,0,1
15900,Female,21,Married partner,Some college - no degree,Unemployed,$87500 - $99999,less1,1~3,1~3,4~8,4~8,15900,Sunny,10AM,Restaurant(<20),1d,1,15900,No Urgent Place,Kid(s),1,0,0,1
14962,Male,21,Single,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3,14962,Sunny,10AM,Bar,1d,1,14962,No Urgent Place,Alone,0,0,0,1
11003,Female,31,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,1~3,never,never,11003,Sunny,6PM,Bar,1d,0,11003,Home,Alone,0,0,1,0
12700,Female,41,Married partner,Bachelors degree,Education&Training&Library,$100000 or More,less1,1~3,1~3,4~8,less1,12700,Sunny,2PM,Restaurant(<20),1d,1,12700,No Urgent Place,Kid(s),0,0,0,1
17962,Female,31,Unmarried partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,4~8,4~8,gt8,4~8,17962,Snowy,6PM,Coffee House,1d,0,17962,Home,Alone,1,0,0,1
17811,Male,36,Married partner,Associates degree,Management,$100000 or More,1~3,1~3,1~3,1~3,1~3,17811,Sunny,6PM,Bar,2h,0,17811,Home,Alone,0,0,1,0
18428,Male,26,Single,Bachelors degree,Food Preparation & Serving Related,$50000 - $62499,4~8,1~3,4~8,1~3,4~8,18428,Snowy,7AM,Restaurant(20-50),1d,0,18428,Work,Alone,1,1,0,1
22135,Female,21,Unmarried partner,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,22135,Rainy,10AM,Bar,1d,0,22135,No Urgent Place,Alone,1,0,0,1
16954,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,16954,Sunny,6PM,Coffee House,2h,0,16954,No Urgent Place,Alone,0,0,0,1
10217,Female,21,Unmarried partner,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,10217,Sunny,10AM,Carry out & Take away,2h,1,10217,No Urgent Place,Friend(s),1,0,0,1
17237,Male,36,Unmarried partner,Associates degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never,17237,Snowy,7AM,Restaurant(20-50),1d,0,17237,Work,Alone,1,1,0,1
21576,Male,36,Unmarried partner,Some college - no degree,Construction & Extraction,$25000 - $37499,never,4~8,4~8,less1,less1,21576,Sunny,10AM,Restaurant(20-50),1d,1,21576,No Urgent Place,Partner,0,0,0,1
10032,Male,21,Single,Bachelors degree,Architecture & Engineering,$62500 - $74999,never,less1,4~8,4~8,less1,10032,Sunny,2PM,Coffee House,2h,0,10032,No Urgent Place,Friend(s),0,0,0,1
12911,Male,21,Single,Some college - no degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,less1,12911,Sunny,7AM,Bar,1d,1,12911,Work,Alone,1,1,0,1
11299,Male,50plus,Unmarried partner,Associates degree,Retired,$50000 - $62499,never,4~8,4~8,1~3,less1,11299,Sunny,7AM,Restaurant(20-50),1d,1,11299,Work,Alone,1,0,0,1
15790,Female,31,Unmarried partner,Bachelors degree,Management,$25000 - $37499,4~8,less1,1~3,4~8,1~3,15790,Sunny,10AM,Coffee House,1d,0,15790,No Urgent Place,Partner,0,0,0,1
13986,Male,36,Single,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,13986,Sunny,2PM,Coffee House,2h,0,13986,No Urgent Place,Friend(s),0,0,0,1
10589,Male,26,Single,Bachelors degree,Office & Administrative Support,$50000 - $62499,4~8,never,4~8,1~3,less1,10589,Sunny,2PM,Restaurant(<20),1d,1,10589,No Urgent Place,Alone,0,0,0,1
13708,Female,26,Unmarried partner,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,13708,Sunny,7AM,Restaurant(20-50),1d,1,13708,Work,Alone,1,0,0,1
14148,Female,26,Married partner,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,14148,Sunny,7AM,Carry out & Take away,1d,1,14148,Work,Alone,1,1,0,1
15548,Female,41,Married partner,Bachelors degree,Education&Training&Library,$25000 - $37499,never,1~3,1~3,1~3,1~3,15548,Sunny,2PM,Coffee House,1d,1,15548,No Urgent Place,Friend(s),0,0,0,1
18980,Female,46,Married partner,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,18980,Sunny,10PM,Carry out & Take away,1d,1,18980,No Urgent Place,Friend(s),1,0,0,1
22114,Female,36,Married partner,Bachelors degree,Unemployed,$25000 - $37499,less1,1~3,4~8,4~8,4~8,22114,Sunny,10AM,Restaurant(<20),2h,1,22114,No Urgent Place,Alone,0,0,0,1
15982,Female,50plus,Divorced,Graduate degree (Masters or Doctorate),Retired,$37500 - $49999,never,never,4~8,1~3,never,15982,Sunny,10AM,Bar,1d,0,15982,No Urgent Place,Alone,0,0,0,1
12956,Male,50plus,Married partner,Some college - no degree,Computer & Mathematical,$37500 - $49999,1~3,less1,4~8,1~3,1~3,12956,Sunny,7AM,Restaurant(20-50),1d,0,12956,Work,Alone,1,0,0,1
19984,Female,21,Married partner,High School Graduate,Office & Administrative Support,$12500 - $24999,never,never,4~8,1~3,less1,19984,Rainy,7AM,Carry out & Take away,2h,0,19984,Work,Alone,1,0,1,0
20139,Female,26,Married partner,Some college - no degree,Office & Administrative Support,$75000 - $87499,never,never,1~3,4~8,less1,20139,Sunny,7AM,Coffee House,1d,0,20139,Work,Alone,0,0,1,0
14018,Female,50plus,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,14018,Sunny,7AM,Carry out & Take away,1d,0,14018,Work,Alone,0,0,1,0
10716,Male,36,Unmarried partner,Bachelors degree,Education&Training&Library,$25000 - $37499,less1,never,4~8,gt8,less1,10716,Sunny,7AM,Bar,1d,1,10716,Work,Alone,1,1,0,1
13562,Male,21,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,gt8,1~3,,4~8,less1,13562,Sunny,2PM,Coffee House,1d,1,13562,No Urgent Place,Friend(s),0,0,0,1
15758,Male,26,Married partner,Some college - no degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,1~3,15758,Sunny,7AM,Coffee House,2h,1,15758,Work,Alone,0,0,1,0
15157,Male,36,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,1~3,4~8,1~3,1~3,15157,Sunny,2PM,Coffee House,2h,1,15157,No Urgent Place,Partner,0,0,0,1
13578,Male,21,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,gt8,1~3,,4~8,less1,13578,Sunny,7AM,Restaurant(<20),1d,1,13578,Work,Alone,0,0,0,1
14538,Female,46,Married partner,Some college - no degree,Personal Care & Service,$37500 - $49999,never,less1,less1,1~3,less1,14538,Sunny,10PM,Restaurant(<20),2h,0,14538,Home,Alone,0,0,1,0
16627,Male,26,Single,Bachelors degree,Business & Financial,$100000 or More,4~8,1~3,1~3,1~3,less1,16627,Sunny,6PM,Coffee House,1d,1,16627,No Urgent Place,Alone,0,0,0,1
18125,Male,31,Single,Some college - no degree,Office & Administrative Support,$12500 - $24999,4~8,never,gt8,1~3,never,18125,Sunny,10AM,Restaurant(<20),1d,1,18125,No Urgent Place,Friend(s),0,0,0,1
21524,Male,below21,Single,Some college - no degree,Student,Less than $12500,never,gt8,gt8,gt8,less1,21524,Rainy,10AM,Bar,1d,0,21524,No Urgent Place,Alone,1,0,0,1
16114,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,1~3,1~3,less1,16114,Sunny,10AM,Bar,1d,0,16114,No Urgent Place,Alone,0,0,0,1
16683,Male,21,Single,Bachelors degree,Student,$37500 - $49999,less1,1~3,4~8,1~3,less1,16683,Sunny,7AM,Coffee House,1d,0,16683,Work,Alone,1,0,1,0
15607,Male,below21,Single,Some college - no degree,Student,Less than $12500,never,less1,gt8,1~3,never,15607,Sunny,7AM,Carry out & Take away,1d,1,15607,Work,Alone,0,0,1,0
20319,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,20319,Rainy,10AM,Coffee House,1d,1,20319,No Urgent Place,Alone,1,0,0,1
10271,Female,31,Married partner,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,10271,Sunny,6PM,Coffee House,2h,0,10271,No Urgent Place,Kid(s),1,0,0,1
16030,Female,26,Unmarried partner,Some college - no degree,Management,$37500 - $49999,less1,less1,less1,1~3,less1,16030,Sunny,2PM,Coffee House,1d,1,16030,No Urgent Place,Friend(s),0,0,0,1
12971,Male,31,Married partner,Some college - no degree,Computer & Mathematical,$37500 - $49999,never,less1,4~8,less1,less1,12971,Sunny,2PM,Restaurant(<20),1d,0,12971,No Urgent Place,Kid(s),1,0,0,1
10931,Female,31,Single,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,1~3,4~8,4~8,4~8,4~8,10931,Sunny,2PM,Restaurant(<20),1d,1,10931,No Urgent Place,Friend(s),1,0,0,1
14970,Male,21,Single,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3,14970,Sunny,10PM,Carry out & Take away,1d,1,14970,Home,Alone,1,1,0,1
11860,Male,21,Single,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never,11860,Sunny,2PM,Restaurant(<20),1d,1,11860,No Urgent Place,Friend(s),1,0,0,1
11388,Male,41,Married partner,Some college - no degree,Computer & Mathematical,$50000 - $62499,1~3,less1,1~3,1~3,less1,11388,Sunny,7AM,Carry out & Take away,2h,1,11388,Work,Alone,0,0,1,0
20849,Male,41,Single,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,20849,Snowy,6PM,Bar,1d,1,20849,No Urgent Place,Kid(s),0,0,0,1
14961,Male,31,Single,High School Graduate,Production Occupations,$25000 - $37499,1~3,never,4~8,1~3,less1,14961,Sunny,7AM,Coffee House,1d,0,14961,Work,Alone,1,0,0,1
16687,Male,21,Single,Bachelors degree,Student,$37500 - $49999,less1,1~3,4~8,1~3,less1,16687,Snowy,7AM,Carry out & Take away,1d,1,16687,Work,Alone,1,1,0,1
17128,Male,31,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,17128,Sunny,7AM,Restaurant(<20),1d,1,17128,Work,Alone,0,0,1,0
13812,Male,21,Married partner,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1,13812,Sunny,6PM,Bar,1d,0,13812,No Urgent Place,Partner,1,0,0,1
20489,Male,below21,Single,Some college - no degree,Student,Less than $12500,1~3,1~3,1~3,less1,less1,20489,Sunny,10AM,Restaurant(<20),2h,0,20489,No Urgent Place,Friend(s),1,0,0,1
22317,Female,36,Married partner,Bachelors degree,Unemployed,$100000 or More,less1,never,1~3,less1,less1,22317,Rainy,10PM,Coffee House,2h,0,22317,Home,Alone,0,0,1,0
16308,Female,31,Married partner,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,less1,4~8,4~8,1~3,never,16308,Sunny,6PM,Restaurant(20-50),2h,0,16308,Home,Alone,1,0,0,1
14524,Female,46,Married partner,Some college - no degree,Personal Care & Service,$37500 - $49999,never,less1,less1,1~3,less1,14524,Sunny,10AM,Coffee House,2h,1,14524,No Urgent Place,Friend(s),1,0,0,1
11214,Female,31,Married partner,Some college - no degree,Sales & Related,$12500 - $24999,1~3,,4~8,4~8,,11214,Sunny,7AM,Coffee House,2h,0,11214,Work,Alone,1,0,0,1
20969,Female,31,Married partner,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,20969,Sunny,7AM,Restaurant(20-50),2h,0,20969,Work,Alone,0,0,1,0
12912,Male,21,Single,Some college - no degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,less1,12912,Sunny,7AM,Restaurant(20-50),1d,1,12912,Work,Alone,1,0,0,1
14271,Female,26,Single,Bachelors degree,Education&Training&Library,$50000 - $62499,1~3,never,4~8,1~3,less1,14271,Sunny,6PM,Restaurant(<20),2h,0,14271,Home,Alone,0,0,1,0
11245,Male,26,Single,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,less1,4~8,4~8,1~3,never,11245,Sunny,6PM,Coffee House,2h,0,11245,No Urgent Place,Friend(s),0,0,0,1
14316,Female,46,Single,Some college - no degree,Protective Service,$25000 - $37499,1~3,never,4~8,1~3,1~3,14316,Sunny,6PM,Coffee House,2h,0,14316,Home,Alone,1,1,0,1
16934,Female,41,Married partner,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,less1,1~3,gt8,4~8,less1,16934,Sunny,10AM,Coffee House,1d,1,16934,No Urgent Place,Alone,1,0,0,1
11469,Male,46,Married partner,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3,11469,Sunny,6PM,Coffee House,2h,1,11469,No Urgent Place,Kid(s),1,0,0,1
12594,Male,50plus,Single,Some college - no degree,Office & Administrative Support,$12500 - $24999,1~3,1~3,less1,1~3,less1,12594,Sunny,10AM,Coffee House,2h,1,12594,No Urgent Place,Alone,0,0,0,1
13814,Male,21,Married partner,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1,13814,Sunny,6PM,Restaurant(20-50),1d,0,13814,Home,Alone,1,0,0,1
19859,Male,36,Single,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,never,less1,less1,less1,19859,Sunny,10AM,Restaurant(<20),2h,1,19859,No Urgent Place,Friend(s),1,0,0,1
21601,Female,21,Single,Bachelors degree,Student,$25000 - $37499,never,never,less1,never,never,21601,Sunny,6PM,Carry out & Take away,1d,1,21601,Home,Alone,0,0,0,1
21995,Female,21,Married partner,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,21995,Snowy,7AM,Coffee House,1d,1,21995,Work,Alone,0,0,1,0
11979,Male,36,Married partner,Some college - no degree,Management,$75000 - $87499,1~3,1~3,1~3,4~8,less1,11979,Sunny,7AM,Coffee House,2h,1,11979,Work,Alone,1,1,0,1
17086,Male,26,Single,Some college - no degree,Transportation & Material Moving,$62500 - $74999,4~8,less1,gt8,4~8,less1,17086,Sunny,10AM,Restaurant(<20),1d,1,17086,No Urgent Place,Friend(s),0,0,0,1
10785,Female,26,Single,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,1~3,1~3,1~3,gt8,1~3,10785,Sunny,7AM,Restaurant(<20),1d,1,10785,Work,Alone,0,0,0,1
10105,Male,21,Single,Associates degree,Student,$12500 - $24999,1~3,less1,1~3,less1,1~3,10105,Sunny,7AM,Bar,1d,0,10105,Work,Alone,1,1,0,1
12274,Female,41,Single,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,less1,less1,less1,never,12274,Sunny,10AM,Carry out & Take away,2h,1,12274,No Urgent Place,Friend(s),1,0,0,1
16464,Male,26,Single,Associates degree,Unemployed,Less than $12500,less1,less1,1~3,less1,less1,16464,Sunny,10PM,Carry out & Take away,1d,1,16464,Home,Alone,0,0,1,0
13035,Male,21,Single,Some college - no degree,Student,$12500 - $24999,less1,never,less1,less1,less1,13035,Sunny,6PM,Restaurant(<20),2h,1,13035,No Urgent Place,Friend(s),1,0,0,1
12588,Male,50plus,Single,Some college - no degree,Office & Administrative Support,$12500 - $24999,1~3,1~3,less1,1~3,less1,12588,Sunny,2PM,Coffee House,1d,1,12588,No Urgent Place,Friend(s),1,0,0,1
12265,Male,21,Single,Graduate degree (Masters or Doctorate),Computer & Mathematical,$50000 - $62499,never,never,1~3,less1,never,12265,Sunny,7AM,Coffee House,2h,0,12265,Work,Alone,1,1,0,1
12049,Female,26,Married partner,Some college - no degree,Management,$25000 - $37499,less1,1~3,1~3,4~8,1~3,12049,Sunny,7AM,Restaurant(<20),1d,1,12049,Work,Alone,0,0,0,1
20855,Male,41,Single,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,20855,Rainy,10AM,Bar,1d,1,20855,No Urgent Place,Alone,1,0,0,1
14089,Male,21,Unmarried partner,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,14089,Sunny,6PM,Restaurant(<20),1d,1,14089,No Urgent Place,Friend(s),1,0,0,1
17497,Male,26,Single,Bachelors degree,Unemployed,$62500 - $74999,4~8,never,4~8,1~3,less1,17497,Sunny,6PM,Bar,2h,1,17497,Home,Alone,0,0,1,0
17823,Male,21,Single,Bachelors degree,Unemployed,$100000 or More,less1,4~8,1~3,less1,less1,17823,Sunny,10PM,Restaurant(<20),2h,0,17823,No Urgent Place,Friend(s),0,0,0,1
21555,Male,31,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$50000 - $62499,1~3,gt8,4~8,1~3,less1,21555,Sunny,10AM,Restaurant(<20),2h,1,21555,No Urgent Place,Alone,0,0,0,1
12637,Male,46,Married partner,Bachelors degree,Management,$100000 or More,4~8,never,4~8,4~8,1~3,12637,Sunny,6PM,Coffee House,2h,0,12637,No Urgent Place,Kid(s),1,0,0,1
13391,Male,50plus,Married partner,Some college - no degree,Protective Service,$37500 - $49999,never,less1,gt8,gt8,1~3,13391,Sunny,10AM,Bar,2h,0,13391,No Urgent Place,Partner,0,0,0,1
19585,Female,31,Unmarried partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,19585,Sunny,6PM,Restaurant(20-50),2h,0,19585,Home,Kid(s),1,0,1,0
12755,Male,36,Single,Some college - no degree,Sales & Related,$50000 - $62499,never,never,less1,4~8,less1,12755,Sunny,7AM,Coffee House,2h,0,12755,Work,Alone,1,0,0,1
19595,Female,31,Unmarried partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,19595,Sunny,7AM,Coffee House,1d,1,19595,Work,Alone,0,0,1,0
19602,Female,21,Unmarried partner,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,19602,Snowy,2PM,Bar,1d,0,19602,No Urgent Place,Alone,0,0,0,1
16530,Male,below21,Single,Some college - no degree,Student,Less than $12500,1~3,4~8,1~3,gt8,4~8,16530,Sunny,10PM,Carry out & Take away,1d,1,16530,Home,Alone,0,0,1,0
12647,Female,26,Married partner,Bachelors degree,Architecture & Engineering,$37500 - $49999,never,1~3,1~3,1~3,less1,12647,Sunny,2PM,Restaurant(<20),1d,1,12647,No Urgent Place,Alone,0,0,0,1
21544,Male,50plus,Married partner,High School Graduate,Retired,$50000 - $62499,never,1~3,4~8,gt8,gt8,21544,Sunny,10PM,Restaurant(20-50),1d,1,21544,Home,Kid(s),1,0,1,0
20229,Female,below21,Unmarried partner,High School Graduate,Student,Less than $12500,never,4~8,1~3,4~8,less1,20229,Sunny,10PM,Coffee House,1d,1,20229,No Urgent Place,Friend(s),1,0,0,1
20431,Female,21,Single,High School Graduate,Unemployed,Less than $12500,1~3,4~8,gt8,gt8,4~8,20431,Sunny,10AM,Carry out & Take away,1d,1,20431,No Urgent Place,Alone,1,0,0,1
11098,Male,41,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,1~3,gt8,4~8,less1,11098,Sunny,7AM,Restaurant(<20),1d,0,11098,Work,Alone,0,0,0,1
10579,Male,31,Single,Some college - no degree,Sales & Related,$37500 - $49999,4~8,gt8,gt8,1~3,less1,10579,Sunny,10AM,Coffee House,2h,1,10579,No Urgent Place,Alone,0,0,0,1
15823,Male,31,Married partner,Bachelors degree,Architecture & Engineering,$87500 - $99999,less1,less1,4~8,less1,less1,15823,Sunny,10PM,Carry out & Take away,1d,1,15823,Home,Alone,0,0,1,0
20012,Male,26,Single,Bachelors degree,Community & Social Services,$25000 - $37499,4~8,4~8,1~3,4~8,1~3,20012,Sunny,10PM,Coffee House,1d,0,20012,No Urgent Place,Friend(s),1,0,0,1
13324,Male,36,Married partner,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,less1,4~8,1~3,1~3,less1,13324,Sunny,6PM,Restaurant(20-50),1d,0,13324,Home,Alone,1,0,0,1
20457,Female,36,Divorced,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,gt8,4~8,4~8,less1,20457,Sunny,10PM,Carry out & Take away,2h,1,20457,Home,Kid(s),1,0,0,1
19888,Female,36,Divorced,Associates degree,Computer & Mathematical,$12500 - $24999,less1,4~8,1~3,less1,less1,19888,Sunny,6PM,Restaurant(20-50),1d,1,19888,Home,Alone,0,0,1,0
10407,Female,21,Single,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8,10407,Sunny,7AM,Restaurant(<20),1d,1,10407,Work,Alone,0,0,0,1
